"Order_Item_ID"	"Order_ID"	"Product_ID"	"Quantity"
"OI06260"	"O03805"	"P1599"	"3"
"OI06261"	"O06511"	"P0500"	"2"
"OI06262"	"O10602"	"P1590"	"1"
"OI06263"	"O11478"	"P0629"	"4"
"OI06264"	"O11648"	"P1006"	"1"
"OI06265"	"O00594"	"P1503"	"2"
"OI06266"	"O04156"	"P1066"	"2"
"OI06267"	"O08532"	"P1103"	"9"
"OI06268"	"O05658"	"P1166"	"1"
"OI06269"	"O09499"	"P0394"	"2"
"OI06270"	"O04643"	"P0354"	"3"
"OI06271"	"O10385"	"P0358"	"1"
"OI06272"	"O03104"	"P1384"	"4"
"OI06273"	"O10532"	"P0142"	"1"
"OI06274"	"O06804"	"P1578"	"2"
"OI06275"	"O04285"	"P0002"	"1"
"OI06276"	"O09461"	"P1423"	"1"
"OI06277"	"O09875"	"P0936"	"1"
"OI06278"	"O11505"	"P0880"	"2"
"OI06279"	"O11349"	"P0035"	"1"
"OI06280"	"O03064"	"P0557"	"2"
"OI06281"	"O06321"	"P0005"	"1"
"OI06282"	"O07699"	"P1476"	"6"
"OI06283"	"O11169"	"P1318"	"1"
"OI06284"	"O05659"	"P0081"	"1"
"OI06285"	"O11566"	"P0453"	"2"
"OI06286"	"O10081"	"P0998"	"1"
"OI06287"	"O07086"	"P0789"	"2"
"OI06288"	"O00680"	"P0387"	"1"
"OI06289"	"O02040"	"P0126"	"5"
"OI06290"	"O05184"	"P0684"	"2"
"OI06291"	"O07625"	"P0553"	"4"
"OI06292"	"O11383"	"P0681"	"1"
"OI06293"	"O08373"	"P0944"	"1"
"OI06294"	"O06297"	"P0716"	"2"
"OI06295"	"O10972"	"P1198"	"1"
"OI06296"	"O03250"	"P0827"	"2"
"OI06297"	"O03216"	"P0858"	"1"
"OI06298"	"O10788"	"P0045"	"1"
"OI06299"	"O07225"	"P0657"	"3"
"OI06300"	"O01286"	"P1460"	"1"
"OI06301"	"O08588"	"P0013"	"2"
"OI06302"	"O07099"	"P1530"	"1"
"OI06303"	"O02742"	"P0777"	"1"
"OI06304"	"O06042"	"P1509"	"3"
"OI06305"	"O02507"	"P1551"	"5"
"OI06306"	"O08336"	"P1629"	"2"
"OI06307"	"O08851"	"P0844"	"2"
"OI06308"	"O04025"	"P0452"	"1"
"OI06309"	"O02366"	"P0757"	"2"
"OI06310"	"O04847"	"P0197"	"1"
"OI06311"	"O01285"	"P1028"	"1"
"OI06312"	"O07244"	"P0785"	"1"
"OI06313"	"O02645"	"P1286"	"4"
"OI06314"	"O06394"	"P1505"	"3"
"OI06315"	"O01285"	"P0470"	"2"
"OI06316"	"O06596"	"P0916"	"1"
"OI06317"	"O08905"	"P0990"	"1"
"OI06318"	"O08699"	"P1167"	"1"
"OI06319"	"O05838"	"P1524"	"1"
"OI06320"	"O05036"	"P1607"	"2"
"OI06321"	"O10962"	"P0280"	"2"
"OI06322"	"O04244"	"P1139"	"1"
"OI06323"	"O01762"	"P1416"	"1"
"OI06324"	"O04795"	"P0916"	"1"
"OI06325"	"O08988"	"P1065"	"1"
"OI06326"	"O11393"	"P1114"	"2"
"OI06327"	"O07493"	"P0993"	"3"
"OI06328"	"O10756"	"P1593"	"1"
"OI06329"	"O03555"	"P0899"	"2"
"OI06330"	"O05096"	"P1557"	"3"
"OI06331"	"O02540"	"P0415"	"1"
"OI06332"	"O01185"	"P1621"	"2"
"OI06333"	"O05466"	"P1026"	"2"
"OI06334"	"O02596"	"P0304"	"1"
"OI06335"	"O10256"	"P0315"	"2"
"OI06336"	"O07409"	"P0044"	"1"
"OI06337"	"O11103"	"P1455"	"1"
"OI06338"	"O07230"	"P0613"	"8"
"OI06339"	"O01946"	"P1180"	"1"
"OI06340"	"O05110"	"P0210"	"3"
"OI06341"	"O04821"	"P1005"	"1"
"OI06342"	"O04498"	"P0278"	"1"
"OI06343"	"O02455"	"P1273"	"4"
"OI06344"	"O08423"	"P0593"	"2"
"OI06345"	"O04246"	"P0511"	"5"
"OI06346"	"O05855"	"P0301"	"2"
"OI06347"	"O02329"	"P1468"	"2"
"OI06348"	"O04656"	"P0496"	"1"
"OI06349"	"O03344"	"P1121"	"1"
"OI06350"	"O09012"	"P1044"	"2"
"OI06351"	"O02894"	"P0568"	"1"
"OI06352"	"O07846"	"P0495"	"1"
"OI06353"	"O11396"	"P0283"	"2"
"OI06354"	"O11115"	"P0376"	"1"
"OI06355"	"O10470"	"P1224"	"1"
"OI06356"	"O00605"	"P0180"	"3"
"OI06357"	"O08071"	"P0654"	"4"
"OI06358"	"O05987"	"P1615"	"1"
"OI06359"	"O11187"	"P0412"	"4"
"OI06360"	"O02758"	"P0886"	"2"
"OI06361"	"O00873"	"P0011"	"2"
"OI06362"	"O01053"	"P1013"	"1"
"OI06363"	"O00228"	"P0666"	"1"
"OI06364"	"O11162"	"P1443"	"3"
"OI06365"	"O06579"	"P1388"	"2"
"OI06366"	"O08825"	"P0396"	"2"
"OI06367"	"O08283"	"P0386"	"1"
"OI06368"	"O08581"	"P0309"	"2"
"OI06369"	"O00823"	"P1424"	"2"
"OI06370"	"O01378"	"P1038"	"1"
"OI06371"	"O08983"	"P1046"	"7"
"OI06372"	"O06822"	"P1037"	"1"
"OI06373"	"O00153"	"P0240"	"1"
"OI06374"	"O10337"	"P0505"	"1"
"OI06375"	"O08950"	"P0490"	"10"
"OI06376"	"O02603"	"P1529"	"2"
"OI06377"	"O00618"	"P1205"	"2"
"OI06378"	"O05078"	"P1111"	"1"
"OI06379"	"O02218"	"P0385"	"1"
"OI06380"	"O04533"	"P0199"	"1"
"OI06381"	"O01442"	"P0325"	"1"
"OI06382"	"O09464"	"P1622"	"1"
"OI06383"	"O07718"	"P1602"	"1"
"OI06384"	"O01022"	"P0464"	"2"
"OI06385"	"O07402"	"P0443"	"2"
"OI06386"	"O01554"	"P0023"	"1"
"OI06387"	"O07096"	"P1253"	"1"
"OI06388"	"O09035"	"P0677"	"2"
"OI06389"	"O05297"	"P1129"	"2"
"OI06390"	"O06357"	"P0707"	"1"
"OI06391"	"O02951"	"P0265"	"10"
"OI06392"	"O07308"	"P0147"	"1"
"OI06393"	"O02815"	"P0160"	"4"
"OI06394"	"O05905"	"P1418"	"1"
"OI06395"	"O01624"	"P0781"	"4"
"OI06396"	"O05772"	"P0685"	"1"
"OI06397"	"O02288"	"P1148"	"1"
"OI06398"	"O08085"	"P0265"	"1"
"OI06399"	"O06721"	"P1274"	"4"
"OI06400"	"O03920"	"P0827"	"2"
"OI06401"	"O00955"	"P1614"	"1"
"OI06402"	"O05216"	"P1560"	"2"
"OI06403"	"O08167"	"P0086"	"1"
"OI06404"	"O03464"	"P0505"	"1"
"OI06405"	"O06887"	"P1079"	"2"
"OI06406"	"O07120"	"P0287"	"1"
"OI06407"	"O07311"	"P1624"	"1"
"OI06408"	"O11361"	"P0280"	"1"
"OI06409"	"O00490"	"P1378"	"1"
"OI06410"	"O09491"	"P1306"	"2"
"OI06411"	"O10603"	"P1290"	"2"
"OI06412"	"O01753"	"P0614"	"1"
"OI06413"	"O05024"	"P1465"	"1"
"OI06414"	"O00162"	"P1454"	"2"
"OI06415"	"O01683"	"P1169"	"1"
"OI06416"	"O06985"	"P0980"	"4"
"OI06417"	"O00479"	"P0792"	"1"
"OI06418"	"O10454"	"P0969"	"1"
"OI06419"	"O00073"	"P0004"	"4"
"OI06420"	"O04311"	"P1029"	"2"
"OI06421"	"O00905"	"P1216"	"2"
"OI06422"	"O01127"	"P0010"	"5"
"OI06423"	"O03907"	"P1069"	"1"
"OI06424"	"O04549"	"P0831"	"2"
"OI06425"	"O08650"	"P1480"	"4"
"OI06426"	"O07847"	"P0837"	"3"
"OI06427"	"O09978"	"P0597"	"3"
"OI06428"	"O11203"	"P0563"	"2"
"OI06429"	"O00943"	"P0008"	"1"
"OI06430"	"O09596"	"P0057"	"1"
"OI06431"	"O00954"	"P0841"	"1"
"OI06432"	"O04224"	"P0532"	"1"
"OI06433"	"O07758"	"P0744"	"1"
"OI06434"	"O04052"	"P1400"	"2"
"OI06435"	"O11150"	"P1343"	"5"
"OI06436"	"O03755"	"P1066"	"2"
"OI06437"	"O05338"	"P1578"	"1"
"OI06438"	"O09566"	"P0793"	"1"
"OI06439"	"O07883"	"P1489"	"2"
"OI06440"	"O02991"	"P0430"	"4"
"OI06441"	"O08603"	"P1400"	"1"
"OI06442"	"O04264"	"P0338"	"1"
"OI06443"	"O00269"	"P0553"	"2"
"OI06444"	"O00351"	"P0103"	"1"
"OI06445"	"O01512"	"P0831"	"3"
"OI06446"	"O08995"	"P0002"	"1"
"OI06447"	"O05774"	"P0414"	"2"
"OI06448"	"O05601"	"P0916"	"1"
"OI06449"	"O03087"	"P1012"	"1"
"OI06450"	"O02084"	"P1413"	"3"
"OI06451"	"O05084"	"P1162"	"1"
"OI06452"	"O08115"	"P1182"	"5"
"OI06453"	"O07007"	"P0916"	"4"
"OI06454"	"O02317"	"P1146"	"2"
"OI06455"	"O04795"	"P0887"	"3"
"OI06456"	"O02940"	"P1569"	"2"
"OI06457"	"O06411"	"P0571"	"2"
"OI06458"	"O10822"	"P1201"	"1"
"OI06459"	"O02354"	"P0180"	"1"
"OI06460"	"O07574"	"P0125"	"1"
"OI06461"	"O06718"	"P1269"	"1"
"OI06462"	"O07524"	"P1510"	"1"
"OI06463"	"O09309"	"P0906"	"1"
"OI06464"	"O06586"	"P1030"	"1"
"OI06465"	"O04592"	"P1590"	"2"
"OI06466"	"O04945"	"P0798"	"1"
"OI06467"	"O07158"	"P1030"	"5"
"OI06468"	"O03397"	"P0196"	"2"
"OI06469"	"O02013"	"P0560"	"7"
"OI06470"	"O02479"	"P1560"	"1"
"OI06471"	"O03123"	"P0759"	"5"
"OI06472"	"O07983"	"P0881"	"3"
"OI06473"	"O07710"	"P1127"	"2"
"OI06474"	"O07824"	"P1590"	"2"
"OI06475"	"O01727"	"P0188"	"1"
"OI06476"	"O10648"	"P0210"	"1"
"OI06477"	"O06577"	"P1126"	"1"
"OI06478"	"O06741"	"P1030"	"1"
"OI06479"	"O09827"	"P1028"	"2"
"OI06480"	"O08390"	"P1389"	"1"
"OI06481"	"O03038"	"P0197"	"4"
"OI06482"	"O06821"	"P1367"	"1"
"OI06483"	"O04385"	"P0142"	"1"
"OI06484"	"O07247"	"P0607"	"1"
"OI06485"	"O05826"	"P1207"	"1"
"OI06486"	"O00245"	"P0668"	"1"
"OI06487"	"O01132"	"P1527"	"2"
"OI06488"	"O00362"	"P1138"	"1"
"OI06489"	"O10426"	"P0647"	"6"
"OI06490"	"O04844"	"P1384"	"1"
"OI06491"	"O07960"	"P0696"	"2"
"OI06492"	"O01329"	"P0632"	"5"
"OI06493"	"O03437"	"P0321"	"1"
"OI06494"	"O05846"	"P0054"	"1"
"OI06495"	"O05621"	"P0833"	"1"
"OI06496"	"O05844"	"P1159"	"1"
"OI06497"	"O01553"	"P1632"	"1"
"OI06498"	"O00680"	"P0186"	"2"
"OI06499"	"O06772"	"P0318"	"1"
"OI06500"	"O01089"	"P0296"	"1"
"OI06501"	"O06544"	"P1465"	"2"
"OI06502"	"O10123"	"P1613"	"1"
"OI06503"	"O00632"	"P1436"	"1"
"OI06504"	"O04434"	"P1490"	"2"
"OI06505"	"O01323"	"P0603"	"1"
"OI06506"	"O01818"	"P1320"	"1"
"OI06507"	"O00043"	"P1178"	"1"
"OI06508"	"O08954"	"P0334"	"1"
"OI06509"	"O09592"	"P0505"	"2"
"OI06510"	"O11521"	"P1394"	"1"
"OI06511"	"O06049"	"P1552"	"3"
"OI06512"	"O00997"	"P1146"	"1"
"OI06513"	"O07064"	"P1211"	"2"
"OI06514"	"O06427"	"P1167"	"4"
"OI06515"	"O01831"	"P1221"	"5"
"OI06516"	"O08882"	"P0602"	"1"
"OI06517"	"O00459"	"P1099"	"4"
"OI06518"	"O10132"	"P0567"	"1"
"OI06519"	"O07848"	"P1114"	"1"
"OI06520"	"O06243"	"P0227"	"2"
"OI06521"	"O02109"	"P0206"	"1"
"OI06522"	"O08347"	"P0263"	"10"
"OI06523"	"O03561"	"P0305"	"1"
"OI06524"	"O05932"	"P0732"	"1"
"OI06525"	"O00111"	"P1417"	"3"
"OI06526"	"O04286"	"P0796"	"2"
"OI06527"	"O04140"	"P0891"	"2"
"OI06528"	"O04368"	"P1470"	"1"
"OI06529"	"O11425"	"P1556"	"1"
"OI06530"	"O07573"	"P0788"	"1"
"OI06531"	"O04875"	"P1081"	"2"
"OI06532"	"O05262"	"P1321"	"3"
"OI06533"	"O01184"	"P1240"	"1"
"OI06534"	"O09888"	"P0096"	"2"
"OI06535"	"O04021"	"P1138"	"1"
"OI06536"	"O09438"	"P1616"	"3"
"OI06537"	"O01524"	"P1589"	"1"
"OI06538"	"O09797"	"P0008"	"1"
"OI06539"	"O04402"	"P0995"	"3"
"OI06540"	"O02002"	"P1259"	"2"
"OI06541"	"O04966"	"P0891"	"3"
"OI06542"	"O09604"	"P0434"	"1"
"OI06543"	"O01586"	"P0515"	"1"
"OI06544"	"O07792"	"P0115"	"2"
"OI06545"	"O03893"	"P0563"	"4"
"OI06546"	"O06205"	"P0122"	"1"
"OI06547"	"O11238"	"P1394"	"2"
"OI06548"	"O00026"	"P1115"	"2"
"OI06549"	"O00132"	"P0275"	"2"
"OI06550"	"O06817"	"P0415"	"2"
"OI06551"	"O03393"	"P0587"	"4"
"OI06552"	"O05804"	"P0677"	"2"
"OI06553"	"O00793"	"P1562"	"1"
"OI06554"	"O02755"	"P1245"	"1"
"OI06555"	"O06614"	"P1462"	"1"
"OI06556"	"O08445"	"P0888"	"1"
"OI06557"	"O10061"	"P0170"	"3"
"OI06558"	"O06237"	"P0466"	"3"
"OI06559"	"O08229"	"P1507"	"1"
"OI06560"	"O10451"	"P0008"	"3"
"OI06561"	"O07562"	"P0471"	"1"
"OI06562"	"O04254"	"P1071"	"1"
"OI06563"	"O03976"	"P0035"	"3"
"OI06564"	"O11562"	"P0159"	"1"
"OI06565"	"O05869"	"P1585"	"5"
"OI06566"	"O02598"	"P1171"	"3"
"OI06567"	"O06987"	"P1422"	"2"
"OI06568"	"O00295"	"P0407"	"1"
"OI06569"	"O05423"	"P1016"	"7"
"OI06570"	"O07148"	"P1262"	"3"
"OI06571"	"O02209"	"P1071"	"2"
"OI06572"	"O09955"	"P1346"	"7"
"OI06573"	"O03079"	"P1001"	"3"
"OI06574"	"O06669"	"P1214"	"7"
"OI06575"	"O11620"	"P0092"	"1"
"OI06576"	"O00640"	"P0361"	"1"
"OI06577"	"O05050"	"P1150"	"1"
"OI06578"	"O07319"	"P0936"	"1"
"OI06579"	"O00853"	"P1276"	"2"
"OI06580"	"O00922"	"P0956"	"1"
"OI06581"	"O00644"	"P0484"	"1"
"OI06582"	"O06484"	"P1206"	"1"
"OI06583"	"O07797"	"P1292"	"2"
"OI06584"	"O09549"	"P0117"	"3"
"OI06585"	"O02605"	"P1294"	"3"
"OI06586"	"O10190"	"P1490"	"3"
"OI06587"	"O07729"	"P0995"	"2"
"OI06588"	"O04853"	"P0361"	"1"
"OI06589"	"O01926"	"P0893"	"1"
"OI06590"	"O00414"	"P0400"	"2"
"OI06591"	"O09502"	"P0800"	"1"
"OI06592"	"O01036"	"P0063"	"2"
"OI06593"	"O07358"	"P0685"	"3"
"OI06594"	"O09194"	"P0508"	"1"
"OI06595"	"O09270"	"P1380"	"1"
"OI06596"	"O02201"	"P0289"	"1"
"OI06597"	"O03558"	"P1177"	"2"
"OI06598"	"O06177"	"P1125"	"1"
"OI06599"	"O02889"	"P1143"	"2"
"OI06600"	"O00093"	"P0324"	"2"
"OI06601"	"O04474"	"P1294"	"1"
"OI06602"	"O11388"	"P1528"	"2"
"OI06603"	"O03184"	"P1531"	"6"
"OI06604"	"O05703"	"P0695"	"2"
"OI06605"	"O00505"	"P0692"	"1"
"OI06606"	"O08864"	"P0252"	"1"
"OI06607"	"O01263"	"P0883"	"2"
"OI06608"	"O01668"	"P0401"	"1"
"OI06609"	"O08447"	"P0227"	"1"
"OI06610"	"O03697"	"P1359"	"2"
"OI06611"	"O07672"	"P1581"	"2"
"OI06612"	"O00117"	"P0644"	"2"
"OI06613"	"O10525"	"P1554"	"1"
"OI06614"	"O03364"	"P0282"	"1"
"OI06615"	"O04479"	"P0120"	"1"
"OI06616"	"O06520"	"P0479"	"5"
"OI06617"	"O04924"	"P0129"	"1"
"OI06618"	"O06087"	"P1496"	"3"
"OI06619"	"O00991"	"P0931"	"3"
"OI06620"	"O11295"	"P1198"	"9"
"OI06621"	"O04092"	"P1583"	"1"
"OI06622"	"O05591"	"P0294"	"2"
"OI06623"	"O02982"	"P0897"	"1"
"OI06624"	"O00595"	"P0435"	"2"
"OI06625"	"O09727"	"P0511"	"1"
"OI06626"	"O11198"	"P1254"	"1"
"OI06627"	"O02538"	"P1180"	"1"
"OI06628"	"O06576"	"P0217"	"2"
"OI06629"	"O01403"	"P1127"	"1"
"OI06630"	"O09437"	"P1216"	"1"
"OI06631"	"O01423"	"P0291"	"1"
"OI06632"	"O08779"	"P0918"	"2"
"OI06633"	"O06963"	"P0059"	"4"
"OI06634"	"O03671"	"P0773"	"1"
"OI06635"	"O00619"	"P1507"	"1"
"OI06636"	"O04132"	"P1121"	"3"
"OI06637"	"O10777"	"P0249"	"2"
"OI06638"	"O02740"	"P0815"	"3"
"OI06639"	"O04248"	"P0331"	"1"
"OI06640"	"O11379"	"P1150"	"1"
"OI06641"	"O05539"	"P0419"	"2"
"OI06642"	"O07579"	"P1287"	"3"
"OI06643"	"O10806"	"P0004"	"1"
"OI06644"	"O00690"	"P0959"	"1"
"OI06645"	"O06262"	"P0773"	"2"
"OI06646"	"O04135"	"P0350"	"1"
"OI06647"	"O11157"	"P1324"	"1"
"OI06648"	"O01564"	"P0350"	"1"
"OI06649"	"O00115"	"P1080"	"1"
"OI06650"	"O02702"	"P0254"	"3"
"OI06651"	"O07408"	"P0342"	"4"
"OI06652"	"O00655"	"P0953"	"3"
"OI06653"	"O05073"	"P1242"	"1"
"OI06654"	"O07721"	"P0946"	"2"
"OI06655"	"O01189"	"P0867"	"2"
"OI06656"	"O00700"	"P1544"	"1"
"OI06657"	"O10742"	"P0208"	"1"
"OI06658"	"O09429"	"P1206"	"5"
"OI06659"	"O02562"	"P0117"	"1"
"OI06660"	"O01066"	"P1589"	"3"
"OI06661"	"O09312"	"P0696"	"2"
"OI06662"	"O10621"	"P1244"	"1"
"OI06663"	"O10364"	"P1010"	"4"
"OI06664"	"O05387"	"P0896"	"1"
"OI06665"	"O01856"	"P0232"	"2"
"OI06666"	"O06114"	"P0548"	"1"
"OI06667"	"O07991"	"P0751"	"1"
"OI06668"	"O05358"	"P1416"	"2"
"OI06669"	"O01544"	"P0833"	"1"
"OI06670"	"O04034"	"P0665"	"6"
"OI06671"	"O02790"	"P1334"	"1"
"OI06672"	"O02239"	"P1451"	"1"
"OI06673"	"O02922"	"P0746"	"1"
"OI06674"	"O09841"	"P1369"	"1"
"OI06675"	"O06291"	"P0565"	"1"
"OI06676"	"O08807"	"P0986"	"1"
"OI06677"	"O02838"	"P1088"	"4"
"OI06678"	"O03769"	"P1596"	"1"
"OI06679"	"O08139"	"P0742"	"1"
"OI06680"	"O02918"	"P1360"	"1"
"OI06681"	"O03982"	"P1229"	"2"
"OI06682"	"O08119"	"P1218"	"2"
"OI06683"	"O10944"	"P0960"	"1"
"OI06684"	"O03848"	"P1209"	"1"
"OI06685"	"O09635"	"P0677"	"1"
"OI06686"	"O02005"	"P1606"	"1"
"OI06687"	"O05819"	"P1242"	"1"
"OI06688"	"O03010"	"P1499"	"1"
"OI06689"	"O04496"	"P1031"	"5"
"OI06690"	"O07174"	"P0047"	"1"
"OI06691"	"O07661"	"P0138"	"1"
"OI06692"	"O02173"	"P1212"	"1"
"OI06693"	"O03696"	"P1202"	"1"
"OI06694"	"O02578"	"P0573"	"1"
"OI06695"	"O09786"	"P0352"	"2"
"OI06696"	"O00127"	"P1361"	"1"
"OI06697"	"O03551"	"P1571"	"1"
"OI06698"	"O08802"	"P0393"	"5"
"OI06699"	"O04200"	"P1035"	"1"
"OI06700"	"O01101"	"P0848"	"1"
"OI06701"	"O09638"	"P0810"	"2"
"OI06702"	"O07610"	"P1227"	"1"
"OI06703"	"O10456"	"P1390"	"2"
"OI06704"	"O08181"	"P0499"	"4"
"OI06705"	"O05377"	"P0690"	"1"
"OI06706"	"O06028"	"P1384"	"5"
"OI06707"	"O02519"	"P1560"	"1"
"OI06708"	"O11370"	"P1257"	"10"
"OI06709"	"O07874"	"P1102"	"1"
"OI06710"	"O02792"	"P0230"	"2"
"OI06711"	"O08535"	"P0398"	"2"
"OI06712"	"O04333"	"P0961"	"1"
"OI06713"	"O08397"	"P1590"	"1"
"OI06714"	"O09222"	"P0685"	"2"
"OI06715"	"O09408"	"P1495"	"1"
"OI06716"	"O09713"	"P0571"	"2"
"OI06717"	"O04792"	"P0650"	"2"
"OI06718"	"O00217"	"P0867"	"1"
"OI06719"	"O01253"	"P0910"	"1"
"OI06720"	"O00102"	"P0433"	"1"
"OI06721"	"O05641"	"P1195"	"2"
"OI06722"	"O09052"	"P0391"	"2"
"OI06723"	"O00792"	"P0947"	"1"
"OI06724"	"O04280"	"P0465"	"3"
"OI06725"	"O00431"	"P0327"	"1"
"OI06726"	"O01195"	"P0529"	"1"
"OI06727"	"O09063"	"P1426"	"1"
"OI06728"	"O10109"	"P1451"	"2"
"OI06729"	"O04403"	"P1349"	"5"
"OI06730"	"O11482"	"P1569"	"1"
"OI06731"	"O06849"	"P0215"	"2"
"OI06732"	"O01186"	"P1400"	"2"
"OI06733"	"O03505"	"P0937"	"1"
"OI06734"	"O01860"	"P0692"	"1"
"OI06735"	"O08315"	"P0287"	"1"
"OI06736"	"O09587"	"P0704"	"3"
"OI06737"	"O05701"	"P1557"	"1"
"OI06738"	"O06361"	"P1629"	"2"
"OI06739"	"O05668"	"P1198"	"2"
"OI06740"	"O09712"	"P0468"	"1"
"OI06741"	"O09498"	"P0389"	"4"
"OI06742"	"O10168"	"P1418"	"1"
"OI06743"	"O04595"	"P0696"	"1"
"OI06744"	"O08413"	"P1427"	"1"
"OI06745"	"O01409"	"P1547"	"1"
"OI06746"	"O10206"	"P0026"	"4"
"OI06747"	"O10498"	"P0666"	"6"
"OI06748"	"O01138"	"P1344"	"1"
"OI06749"	"O04377"	"P0485"	"1"
"OI06750"	"O11059"	"P0863"	"1"
"OI06751"	"O04697"	"P1066"	"4"
"OI06752"	"O01129"	"P0026"	"2"
"OI06753"	"O10956"	"P0576"	"1"
"OI06754"	"O09400"	"P0933"	"7"
"OI06755"	"O07496"	"P1342"	"2"
"OI06756"	"O08136"	"P0102"	"2"
"OI06757"	"O10687"	"P0609"	"2"
"OI06758"	"O05796"	"P0115"	"2"
"OI06759"	"O08418"	"P0800"	"2"
"OI06760"	"O01414"	"P0602"	"5"
"OI06761"	"O04655"	"P0022"	"2"
"OI06762"	"O06540"	"P0731"	"1"
"OI06763"	"O02368"	"P0117"	"1"
"OI06764"	"O00204"	"P0346"	"1"
"OI06765"	"O02628"	"P1195"	"2"
"OI06766"	"O06099"	"P0095"	"2"
"OI06767"	"O10158"	"P0910"	"9"
"OI06768"	"O06713"	"P1286"	"1"
"OI06769"	"O00341"	"P0129"	"1"
"OI06770"	"O08369"	"P1108"	"1"
"OI06771"	"O06633"	"P0045"	"1"
"OI06772"	"O02188"	"P0333"	"2"
"OI06773"	"O04088"	"P1511"	"1"
"OI06774"	"O06298"	"P0081"	"3"
"OI06775"	"O11069"	"P1589"	"2"
"OI06776"	"O07378"	"P0913"	"3"
"OI06777"	"O01195"	"P0544"	"1"
"OI06778"	"O08454"	"P0300"	"2"
"OI06779"	"O04063"	"P0122"	"2"
"OI06780"	"O02259"	"P0560"	"3"
"OI06781"	"O00085"	"P1242"	"2"
"OI06782"	"O03936"	"P0811"	"2"
"OI06783"	"O01489"	"P0312"	"1"
"OI06784"	"O07075"	"P0485"	"4"
"OI06785"	"O10504"	"P0724"	"1"
"OI06786"	"O03754"	"P0470"	"1"
"OI06787"	"O03346"	"P0383"	"2"
"OI06788"	"O04344"	"P0718"	"1"
"OI06789"	"O04862"	"P1614"	"1"
"OI06790"	"O05958"	"P1373"	"1"
"OI06791"	"O01533"	"P1259"	"4"
"OI06792"	"O10582"	"P0259"	"1"
"OI06793"	"O06700"	"P1440"	"1"
"OI06794"	"O05401"	"P0995"	"4"
"OI06795"	"O01545"	"P1085"	"9"
"OI06796"	"O00498"	"P0300"	"4"
"OI06797"	"O09967"	"P0525"	"2"
"OI06798"	"O01144"	"P1061"	"1"
"OI06799"	"O08083"	"P1176"	"1"
"OI06800"	"O09961"	"P1536"	"1"
"OI06801"	"O04465"	"P0349"	"1"
"OI06802"	"O03716"	"P1602"	"1"
"OI06803"	"O09442"	"P1174"	"1"
"OI06804"	"O02840"	"P1241"	"1"
"OI06805"	"O03333"	"P0392"	"1"
"OI06806"	"O04636"	"P0870"	"5"
"OI06807"	"O02449"	"P0945"	"1"
"OI06808"	"O05072"	"P0490"	"2"
"OI06809"	"O04666"	"P1259"	"1"
"OI06810"	"O10468"	"P1388"	"1"
"OI06811"	"O09139"	"P0490"	"2"
"OI06812"	"O05756"	"P0569"	"1"
"OI06813"	"O04542"	"P0295"	"2"
"OI06814"	"O06181"	"P0337"	"1"
"OI06815"	"O00924"	"P1229"	"1"
"OI06816"	"O07302"	"P1543"	"3"
"OI06817"	"O03943"	"P1496"	"3"
"OI06818"	"O07815"	"P0252"	"1"
"OI06819"	"O09253"	"P0085"	"2"
"OI06820"	"O02726"	"P1115"	"2"
"OI06821"	"O07923"	"P1458"	"1"
"OI06822"	"O08730"	"P0346"	"1"
"OI06823"	"O02228"	"P1450"	"1"
"OI06824"	"O09686"	"P0967"	"1"
"OI06825"	"O09749"	"P1567"	"1"
"OI06826"	"O06725"	"P1205"	"5"
"OI06827"	"O06915"	"P1093"	"3"
"OI06828"	"O04622"	"P1527"	"1"
"OI06829"	"O00188"	"P0659"	"4"
"OI06830"	"O11412"	"P0733"	"1"
"OI06831"	"O06710"	"P0013"	"7"
"OI06832"	"O11124"	"P0941"	"1"
"OI06833"	"O00645"	"P0299"	"2"
"OI06834"	"O04157"	"P0714"	"3"
"OI06835"	"O02607"	"P1544"	"1"
"OI06836"	"O03202"	"P0461"	"1"
"OI06837"	"O06809"	"P1259"	"2"
"OI06838"	"O10760"	"P0122"	"2"
"OI06839"	"O11488"	"P1511"	"3"
"OI06840"	"O08652"	"P1400"	"1"
"OI06841"	"O02947"	"P1013"	"1"
"OI06842"	"O04614"	"P0246"	"1"
"OI06843"	"O09306"	"P0206"	"2"
"OI06844"	"O06051"	"P0715"	"1"
"OI06845"	"O06011"	"P0002"	"1"
"OI06846"	"O10070"	"P1198"	"1"
"OI06847"	"O05442"	"P0930"	"3"
"OI06848"	"O03973"	"P1209"	"1"
"OI06849"	"O02145"	"P0700"	"1"
"OI06850"	"O02068"	"P0521"	"2"
"OI06851"	"O10470"	"P0346"	"1"
"OI06852"	"O07781"	"P1540"	"1"
"OI06853"	"O03183"	"P0570"	"1"
"OI06854"	"O08570"	"P0232"	"1"
"OI06855"	"O10726"	"P1152"	"3"
"OI06856"	"O08696"	"P1368"	"1"
"OI06857"	"O01435"	"P0541"	"1"
"OI06858"	"O11580"	"P0160"	"4"
"OI06859"	"O11638"	"P0929"	"1"
"OI06860"	"O06625"	"P0639"	"1"
"OI06861"	"O00009"	"P1172"	"1"
"OI06862"	"O11019"	"P1451"	"6"
"OI06863"	"O11173"	"P1091"	"4"
"OI06864"	"O02582"	"P1384"	"2"
"OI06865"	"O09480"	"P0022"	"5"
"OI06866"	"O06385"	"P0417"	"8"
