"Payment_ID","Order_ID","Payment_Code","Payment_Method","Total_Amount","Payment_Status"
"P1370","O01370","TX60885043","Net Banking","14696.23","Completed"
"P1371","O01371","TX86121487","Card","1828.22","Completed"
"P1372","O01372","TX66720693","UPI","10618.82","Completed"
"P1373","O01373","TX70296370","UPI","271286.44","Completed"
"P1374","O01374","TX60215153","UPI","12740.81","Completed"
"P1375","O01375","TX18074025","UPI","12010.21","Completed"
"P1376","O01376","TX48915789","UPI","660106.38","Failed"
"P1377","O01377","TX6755829","Card","84147.43","Completed"
"P1378","O01378","TX80509149","UPI","63298.72","Completed"
"P1379","O01379","TX56730579","UPI","80811.76","Completed"
"P138","O00138","TX57093980","UPI","25008.92","Completed"
"P1380","O01380","TX25771708","Card","8106.27","Completed"
"P1381","O01381","TX77811870","Card","132169.50","Completed"
"P1382","O01382","TX42484261","Card","952.00","Failed"
"P1383","O01383","TX55590569","UPI","1363.95","Completed"
"P1384","O01384","TX26422950","Net Banking","180656.02","Failed"
"P1385","O01385","TX18896290","UPI","7419.55","Pending"
"P1386","O01386","TX14791704","Net Banking","19208.31","Completed"
"P1387","O01387","TX35469640","Cash","11134.55","Pending"
"P1388","O01388","TX18159143","UPI","329705.04","Failed"
"P1389","O01389","TX93965667","Card","37725.91","Completed"
"P139","O00139","TX65476010","Net Banking","112929.95","Completed"
"P1390","O01390","TX21939963","UPI","12339.97","Completed"
"P1391","O01391","TX93801979","Card","6496.00","Completed"
"P1392","O01392","TX40860702","UPI","21296.42","Completed"
"P1393","O01393","TX60308154","UPI","3659.12","Completed"
"P1394","O01394","TX98129965","UPI","69516.67","Completed"
"P1395","O01395","TX69114312","UPI","30586.81","Failed"
"P1396","O01396","TX73962914","UPI","150431.97","Completed"
"P1397","O01397","TX21537387","UPI","61118.38","Completed"
"P1398","O01398","TX59771294","Card","56068.38","Pending"
"P1399","O01399","TX90496421","Net Banking","20136.59","Failed"
"P14","O00014","TX53871384","Cash","80060.86","Completed"
"P140","O00140","TX61719541","UPI","97213.20","Completed"
"P1400","O01400","TX19117946","UPI","35396.46","Completed"
"P1401","O01401","TX15639353","Cash","88550.37","Completed"
"P1402","O01402","TX94155652","Card","489520.91","Refunded"
"P1403","O01403","TX86131269","UPI","72959.97","Completed"
"P1404","O01404","TX76743922","UPI","6044.64","Completed"
"P1405","O01405","TX11988866","UPI","15577.35","Completed"
"P1406","O01406","TX52095796","UPI","6366.10","Completed"
"P1407","O01407","TX59811150","UPI","3773.64","Refunded"
"P1408","O01408","TX5294653","UPI","7789.47","Refunded"
"P1409","O01409","TX58928028","UPI","2242.00","Completed"
"P141","O00141","TX76262605","UPI","6621.21","Completed"
"P1410","O01410","TX88295215","UPI","2336.40","Completed"
"P1411","O01411","TX69854508","UPI","824.82","Completed"
"P1412","O01412","TX78353171","Net Banking","102299.24","Completed"
"P1413","O01413","TX31799898","Cash","27240.57","Refunded"
"P1414","O01414","TX14795812","UPI","71363.02","Completed"
"P1415","O01415","TX60951409","UPI","10795.98","Completed"
"P1416","O01416","TX96546769","Cash","1732.50","Completed"
"P1417","O01417","TX80256298","UPI","728.00","Completed"
"P1418","O01418","TX20057935","UPI","66203.23","Completed"
"P1419","O01419","TX6203875","UPI","7077.64","Completed"
"P142","O00142","TX7513672","Cash","2246.02","Completed"
"P1420","O01420","TX68800728","Card","2800.90","Completed"
"P1421","O01421","TX63209548","UPI","96246.58","Completed"
"P1422","O01422","TX59059119","UPI","12284.19","Refunded"
"P1423","O01423","TX13990616","Card","83373.98","Completed"
"P1424","O01424","TX50592496","UPI","94651.81","Completed"
"P1425","O01425","TX89973617","Card","18083.37","Completed"
"P1426","O01426","TX38254884","Card","18773.89","Completed"
"P1427","O01427","TX42273948","UPI","588.82","Pending"
"P1428","O01428","TX15637595","Net Banking","15759.19","Completed"
"P1429","O01429","TX56941067","UPI","35723.53","Completed"
"P143","O00143","TX17415863","Cash","12540.62","Completed"
"P1430","O01430","TX3327046","UPI","23868.29","Completed"
"P1431","O01431","TX41579977","Cash","14533.84","Completed"
"P1432","O01432","TX41833049","Net Banking","829.95","Failed"
"P1433","O01433","TX80567809","UPI","196361.42","Completed"
"P1434","O01434","TX87351959","UPI","514.50","Completed"
"P1435","O01435","TX17121413","Cash","1768.82","Completed"
"P1436","O01436","TX12303669","Card","8491.28","Completed"
"P1437","O01437","TX79488608","Cash","11809.28","Completed"
"P1438","O01438","TX92353174","UPI","203534.67","Completed"
"P1439","O01439","TX60395650","Net Banking","253433.12","Completed"
"P144","O00144","TX70013839","UPI","23389.13","Completed"
"P1440","O01440","TX68041083","UPI","5552.69","Completed"
"P1441","O01441","TX51261965","UPI","98524.65","Completed"
"P1442","O01442","TX58160040","Card","83281.35","Completed"
"P1443","O01443","TX51079045","Cash","7608.50","Completed"
"P1444","O01444","TX99894880","Net Banking","672.00","Completed"
"P1445","O01445","TX22543811","Cash","40554.56","Pending"
"P1446","O01446","TX19075756","Cash","504.00","Failed"
"P1447","O01447","TX71151581","Card","193729.72","Completed"
"P1448","O01448","TX34569835","UPI","36944.93","Completed"
"P1449","O01449","TX25415270","Card","3642.94","Refunded"
"P145","O00145","TX26762988","UPI","14169.61","Completed"
"P1450","O01450","TX61065464","UPI","1921.71","Completed"
"P1451","O01451","TX4924430","UPI","3815.84","Refunded"
"P1452","O01452","TX51802636","UPI","708.75","Completed"
"P1453","O01453","TX67140420","UPI","668.64","Refunded"
"P1454","O01454","TX70006994","UPI","32138.58","Completed"
"P1455","O01455","TX21006143","UPI","43780.86","Failed"
"P1456","O01456","TX68036158","Net Banking","35397.64","Pending"
"P1457","O01457","TX15805926","Card","265204.36","Completed"
"P1458","O01458","TX5003874","UPI","9400.16","Failed"
"P1459","O01459","TX45231550","Net Banking","76828.86","Failed"
"P146","O00146","TX72166461","UPI","34935.84","Completed"
"P1460","O01460","TX35678732","Card","782227.77","Pending"
"P1461","O01461","TX20095027","Net Banking","10853.64","Completed"
"P1462","O01462","TX39842281","Card","3771.35","Completed"
"P1463","O01463","TX37190685","UPI","28464.06","Completed"
"P1464","O01464","TX36430565","Card","3012.69","Completed"
"P1465","O01465","TX17874271","UPI","12293.27","Completed"
"P1466","O01466","TX90380632","UPI","8563.76","Completed"
"P1467","O01467","TX77233342","UPI","12501.23","Completed"
"P1468","O01468","TX92178793","UPI","35628.92","Completed"
"P1469","O01469","TX65322105","Card","19253.83","Completed"
"P147","O00147","TX4450035","UPI","44412.78","Completed"
"P1470","O01470","TX85992533","Net Banking","6423.55","Completed"
"P1471","O01471","TX55688153","UPI","3147.90","Completed"
"P1472","O01472","TX77607379","Cash","26137.88","Pending"
"P1473","O01473","TX36004232","UPI","341733.63","Completed"
"P1474","O01474","TX49140864","UPI","33411.38","Completed"
"P1475","O01475","TX31523384","UPI","230998.83","Completed"
"P1476","O01476","TX94937428","Card","108595.32","Completed"
"P1477","O01477","TX97601418","Card","125083.21","Completed"
"P1478","O01478","TX18742752","Card","8022.26","Completed"
"P1479","O01479","TX93789862","UPI","2011.09","Failed"
"P148","O00148","TX69586479","UPI","146635.81","Failed"
"P1480","O01480","TX63108156","UPI","219306.49","Completed"
"P1481","O01481","TX72921231","Net Banking","254422.44","Completed"
"P1482","O01482","TX90192308","Cash","2118.91","Completed"
"P1483","O01483","TX15924810","Card","15719.01","Completed"
"P1484","O01484","TX81228190","Net Banking","18592.32","Failed"
"P1485","O01485","TX31375951","UPI","118089.02","Completed"
"P1486","O01486","TX47739926","Card","12096.00","Refunded"
"P1487","O01487","TX40358580","UPI","20175.65","Completed"
"P1488","O01488","TX49271470","Card","32204.59","Completed"
"P1489","O01489","TX37284679","UPI","152444.68","Completed"
"P149","O00149","TX37320842","Card","85629.33","Refunded"
"P1490","O01490","TX33384063","Card","1806.77","Completed"
"P1491","O01491","TX68854585","Net Banking","8437.46","Completed"
"P1492","O01492","TX67761482","UPI","7701.11","Completed"
"P1493","O01493","TX2158486","UPI","1454.88","Completed"
"P1494","O01494","TX30513405","UPI","110373.69","Failed"
"P1495","O01495","TX62626033","Net Banking","1791.19","Pending"
"P1496","O01496","TX92582206","Card","37084.06","Completed"
"P1497","O01497","TX49553155","UPI","68252.34","Completed"
"P1498","O01498","TX40244361","UPI","5426.82","Completed"
"P1499","O01499","TX75511271","UPI","9760.00","Failed"
"P15","O00015","TX27318522","UPI","4835.64","Completed"
"P150","O00150","TX20180049","UPI","1399.00","Completed"
"P1500","O01500","TX91073518","Cash","796.50","Completed"
"P1501","O01501","TX3124941","UPI","9310.80","Completed"
"P1502","O01502","TX93730869","UPI","60723.19","Completed"
"P1503","O01503","TX53352957","UPI","5292.00","Completed"
"P1504","O01504","TX31213491","UPI","74349.70","Completed"
"P1505","O01505","TX51200445","Card","14130.89","Completed"
"P1506","O01506","TX74680518","UPI","99077.16","Completed"
"P1507","O01507","TX33214396","Net Banking","13851.97","Completed"
"P1508","O01508","TX36959472","Card","89004.19","Completed"
"P1509","O01509","TX24472609","Net Banking","1117.76","Failed"
"P151","O00151","TX22891820","Cash","6501.00","Failed"
"P1510","O01510","TX22893025","Net Banking","726.88","Completed"
"P1511","O01511","TX67179826","Cash","1444.80","Completed"
"P1512","O01512","TX59714346","UPI","86149.79","Completed"
"P1513","O01513","TX47360502","Card","263257.96","Completed"
"P1514","O01514","TX51844150","UPI","376.32","Completed"
"P1515","O01515","TX77223571","UPI","179921.89","Completed"
"P1516","O01516","TX48403964","Net Banking","6081.03","Completed"
"P1517","O01517","TX88121409","Net Banking","53024.38","Completed"
"P1518","O01518","TX41170135","UPI","29524.27","Completed"
"P1519","O01519","TX19996378","UPI","1177.64","Completed"
"P152","O00152","TX23683653","Card","12736.92","Completed"
"P1520","O01520","TX48796248","Net Banking","131007.54","Completed"
"P1521","O01521","TX37979520","Card","91272.92","Completed"
"P1522","O01522","TX58364808","UPI","2570.05","Completed"
"P1523","O01523","TX3365459","UPI","649.00","Completed"
"P1524","O01524","TX26461953","UPI","182083.88","Completed"
"P1525","O01525","TX95336273","UPI","245248.88","Completed"
"P1526","O01526","TX23083527","Cash","33277.95","Completed"
"P1527","O01527","TX50158066","Net Banking","1886.82","Completed"
"P1528","O01528","TX87171682","Card","470.40","Completed"
"P1529","O01529","TX17553187","UPI","132715.60","Completed"
"P153","O00153","TX42436403","UPI","167844.11","Completed"
"P1530","O01530","TX52155141","UPI","11112.06","Completed"
"P1531","O01531","TX48796733","UPI","678810.68","Completed"
"P1532","O01532","TX63543217","UPI","4828.95","Completed"
"P1533","O01533","TX29848821","UPI","8465.76","Completed"
"P1534","O01534","TX13735203","Cash","252.00","Completed"
"P1535","O01535","TX65377551","Card","470.82","Completed"
"P1536","O01536","TX47397805","UPI","32410.46","Completed"
"P1537","O01537","TX48527279","Card","55180.33","Completed"
"P1538","O01538","TX74990712","Net Banking","26518.23","Failed"
"P1539","O01539","TX17231151","UPI","217799.73","Completed"
"P154","O00154","TX35250860","UPI","110.25","Completed"
"P1540","O01540","TX73553520","Net Banking","51439.50","Completed"
"P1541","O01541","TX84056405","UPI","4588.27","Completed"
"P1542","O01542","TX49288648","Net Banking","1178.82","Completed"
"P1543","O01543","TX24119377","UPI","19840.10","Completed"
"P1544","O01544","TX2678397","UPI","8897.89","Completed"
"P1545","O01545","TX38439711","Card","15772.96","Completed"
"P1546","O01546","TX36067619","Net Banking","277.30","Completed"
"P1547","O01547","TX59958851","UPI","771.57","Completed"
"P1548","O01548","TX8345577","Net Banking","1006.88","Completed"
"P1549","O01549","TX876691","UPI","98349.03","Completed"
"P155","O00155","TX42948681","Card","262.77","Completed"
"P1550","O01550","TX99404014","UPI","3749.30","Refunded"
"P1551","O01551","TX25325953","Card","117555.54","Refunded"
"P1552","O01552","TX46577145","Net Banking","446.88","Completed"
"P1553","O01553","TX75882163","UPI","260192.35","Failed"
"P1554","O01554","TX49740992","Card","43575.76","Completed"
"P1555","O01555","TX48986035","UPI","3581.76","Completed"
"P1556","O01556","TX74932989","UPI","284073.51","Completed"
"P1557","O01557","TX48835858","Net Banking","222362.22","Refunded"
"P1558","O01558","TX77330756","UPI","302338.45","Completed"
"P1559","O01559","TX5302928","Net Banking","71956.09","Completed"
"P156","O00156","TX88961227","Card","15182.22","Completed"
"P1560","O01560","TX92595464","Card","971639.67","Completed"
"P1561","O01561","TX5359410","Net Banking","106768.38","Completed"
"P1562","O01562","TX35647552","UPI","9125.88","Completed"
"P1563","O01563","TX3623106","UPI","19772.52","Completed"
"P1564","O01564","TX92920202","UPI","75662.87","Completed"
"P1565","O01565","TX72968598","Card","2909.76","Failed"
"P1566","O01566","TX88360863","UPI","569681.19","Completed"
"P1567","O01567","TX65592150","UPI","13414.33","Pending"
"P1568","O01568","TX55567929","Cash","40827.87","Completed"
"P1569","O01569","TX46124496","Cash","22573.75","Completed"
"P157","O00157","TX83491329","Card","6247.52","Completed"
"P1570","O01570","TX14415312","UPI","74436.53","Completed"
"P1571","O01571","TX56849445","Net Banking","19404.75","Completed"
"P1572","O01572","TX56601700","UPI","51775.99","Completed"
"P1573","O01573","TX89107984","UPI","102559.53","Completed"
"P1574","O01574","TX12345820","UPI","110678.23","Pending"
"P1575","O01575","TX80660282","Cash","3207.88","Completed"
"P1576","O01576","TX41828468","Net Banking","87008.09","Completed"
"P1577","O01577","TX85067834","Card","3602.96","Completed"
"P1578","O01578","TX57163566","UPI","113202.43","Completed"
"P1579","O01579","TX72782904","UPI","8761.50","Completed"
"P158","O00158","TX2366389","UPI","72084.64","Completed"
"P1580","O01580","TX91183473","Cash","1327.50","Completed"
"P1581","O01581","TX14143359","Card","973.50","Completed"
"P1582","O01582","TX40980402","Card","436.60","Completed"
"P1583","O01583","TX59231209","UPI","18905.59","Pending"
"P1584","O01584","TX100415","UPI","7835.40","Completed"
"P1585","O01585","TX98738424","Net Banking","86230.66","Completed"
"P1586","O01586","TX71996283","UPI","138432.95","Completed"
"P1587","O01587","TX51582180","UPI","77485.40","Completed"
"P1588","O01588","TX17579952","UPI","2530.50","Completed"
"P1589","O01589","TX49824377","Net Banking","195436.73","Failed"
"P159","O00159","TX17511512","Card","873.29","Failed"
"P1590","O01590","TX15556458","UPI","10359.34","Completed"
"P1591","O01591","TX58090388","Cash","23984.52","Pending"
"P1592","O01592","TX10063584","Card","54681.86","Completed"
"P1593","O01593","TX84575241","Net Banking","63168.36","Completed"
"P1594","O01594","TX35692043","UPI","79171.28","Completed"
"P1595","O01595","TX83110149","Cash","7464.81","Completed"
"P1596","O01596","TX65239490","UPI","258.02","Completed"
"P1597","O01597","TX62689301","Card","6450.06","Refunded"
"P1598","O01598","TX35889772","UPI","8257.64","Completed"
"P1599","O01599","TX72189239","Card","18375.60","Failed"
"P16","O00016","TX46134474","Card","374.04","Completed"
"P160","O00160","TX82570773","Card","18799.55","Completed"
"P1600","O01600","TX10551464","Card","2407.64","Completed"
"P1601","O01601","TX6426979","UPI","2126.88","Completed"
"P1602","O01602","TX3793622","UPI","11797.64","Completed"
"P1603","O01603","TX35686343","UPI","3363.00","Failed"
"P1604","O01604","TX97451553","Card","8654.88","Completed"
"P1605","O01605","TX27695704","UPI","262038.29","Completed"
"P1606","O01606","TX36123152","UPI","4839.70","Failed"
"P1607","O01607","TX49877695","Card","3350.03","Completed"
"P1608","O01608","TX94331655","Card","296848.24","Failed"
"P1609","O01609","TX84438230","UPI","363217.71","Completed"
"P161","O00161","TX86805829","UPI","922.88","Completed"
"P1610","O01610","TX57300356","UPI","22598.96","Completed"
"P1611","O01611","TX91256631","UPI","4702.61","Failed"
"P1612","O01612","TX38588696","Card","521695.42","Refunded"
"P1613","O01613","TX28131673","UPI","59992.99","Completed"
"P1614","O01614","TX48108869","UPI","33084.71","Completed"
"P1615","O01615","TX7093078","UPI","52200.58","Completed"
"P1616","O01616","TX21422701","Cash","6008.96","Completed"
"P1617","O01617","TX84380262","Cash","1859.19","Pending"
"P1618","O01618","TX69166438","UPI","943.95","Refunded"
"P1619","O01619","TX63308288","Card","80906.21","Completed"
"P162","O00162","TX73825650","UPI","39807.93","Completed"
"P1620","O01620","TX17736505","Net Banking","318.72","Completed"
"P1621","O01621","TX29385674","Card","555308.44","Pending"
"P1622","O01622","TX98073558","UPI","13733.84","Completed"
"P1623","O01623","TX39333375","Net Banking","53092.92","Completed"
"P1624","O01624","TX27900405","Net Banking","182998.11","Completed"
"P1625","O01625","TX86504487","UPI","17222.24","Completed"
"P1626","O01626","TX98808215","UPI","131862.84","Completed"
"P1627","O01627","TX58858537","UPI","217927.13","Pending"
"P1628","O01628","TX68164601","UPI","194571.53","Completed"
"P1629","O01629","TX69153173","UPI","275947.31","Completed"
"P163","O00163","TX20419745","Card","1902.88","Completed"
"P1630","O01630","TX7268722","UPI","701178.43","Refunded"
"P1631","O01631","TX55243081","Cash","30677.64","Completed"
"P1632","O01632","TX32146788","Net Banking","95805.07","Completed"
"P1633","O01633","TX38996763","UPI","26875.52","Completed"
"P1634","O01634","TX47823660","Net Banking","2997.20","Completed"
"P1635","O01635","TX70844703","Net Banking","44854.26","Completed"
"P1636","O01636","TX47091810","Card","86939.31","Completed"
"P1637","O01637","TX31658143","UPI","8024.00","Completed"
"P1638","O01638","TX92309951","UPI","1117.76","Completed"
"P1639","O01639","TX80639697","UPI","932.20","Completed"
"P164","O00164","TX2464938","UPI","81184.60","Completed"
"P1640","O01640","TX65494780","UPI","1265.00","Completed"
"P1641","O01641","TX26110663","Card","85979.72","Completed"
"P1642","O01642","TX35127142","UPI","6829.69","Completed"
"P1643","O01643","TX12244105","Cash","19533.63","Pending"
"P1644","O01644","TX65198673","Net Banking","411.82","Completed"
"P1645","O01645","TX98467613","Card","2417.82","Completed"
"P1646","O01646","TX85908001","UPI","84151.47","Failed"
"P1647","O01647","TX6809047","Card","1564.23","Completed"
"P1648","O01648","TX79221818","Net Banking","10906.84","Completed"
"P1649","O01649","TX6057799","Net Banking","2948.82","Completed"
"P165","O00165","TX71179325","Net Banking","29.40","Completed"
"P1650","O01650","TX74702568","UPI","396817.10","Refunded"
"P1651","O01651","TX28251810","Card","15455.64","Completed"
"P1652","O01652","TX40340391","Card","99322.86","Refunded"
"P1653","O01653","TX93477323","UPI","208180.56","Completed"
"P1654","O01654","TX23694809","UPI","8737.97","Completed"
"P1655","O01655","TX81897502","Card","109186.01","Pending"
"P1656","O01656","TX4845408","UPI","31299.46","Completed"
"P1657","O01657","TX98733378","Card","51462.86","Refunded"
"P1658","O01658","TX64178087","UPI","20674.59","Completed"
"P1659","O01659","TX47844379","UPI","1573.28","Pending"
"P166","O00166","TX8811288","Card","5460.84","Completed"
"P1660","O01660","TX14913320","UPI","1768.82","Completed"
"P1661","O01661","TX64646693","UPI","92032.92","Completed"
"P1662","O01662","TX67847654","Card","12664.22","Completed"
"P1663","O01663","TX69229264","UPI","34957.05","Completed"
"P1664","O01664","TX69673846","UPI","75333.23","Completed"
"P1665","O01665","TX28355070","UPI","130.20","Completed"
"P1666","O01666","TX17425452","Card","10493.76","Completed"
"P1667","O01667","TX61057704","UPI","3081.20","Completed"
"P1668","O01668","TX1328166","Net Banking","1918.14","Completed"
"P1669","O01669","TX70061135","Net Banking","112225.23","Completed"
"P167","O00167","TX99886563","Net Banking","7880.88","Completed"
"P1670","O01670","TX63214493","UPI","3676.35","Completed"
"P1671","O01671","TX21376820","Net Banking","111203.00","Completed"
"P1672","O01672","TX94565177","UPI","212.40","Completed"
"P1673","O01673","TX51093338","UPI","7681.75","Completed"
"P1674","O01674","TX99387143","Card","4830.92","Completed"
"P1675","O01675","TX33307109","UPI","16063.38","Completed"
"P1676","O01676","TX45043004","Card","109682.71","Completed"
"P1677","O01677","TX60899918","Card","46663.04","Completed"
"P1678","O01678","TX46643669","Net Banking","84221.53","Completed"
"P1679","O01679","TX43812690","Cash","6252.82","Completed"
"P168","O00168","TX49326057","Net Banking","53951.00","Completed"
"P1680","O01680","TX25847532","UPI","6368.46","Completed"
"P1681","O01681","TX22771355","UPI","7698.32","Completed"
"P1682","O01682","TX46334421","UPI","6702.70","Completed"
"P1683","O01683","TX93077794","Net Banking","11852.47","Completed"
"P1684","O01684","TX19609214","UPI","28009.65","Completed"
"P1685","O01685","TX78887667","UPI","19176.03","Completed"
"P1686","O01686","TX55221079","Net Banking","94394.10","Completed"
"P1687","O01687","TX46970604","Net Banking","5794.20","Completed"
"P1688","O01688","TX78353964","UPI","442236.82","Completed"
"P1689","O01689","TX86712600","UPI","221356.10","Completed"
"P169","O00169","TX81389815","UPI","2596.00","Completed"
"P1690","O01690","TX79759401","Net Banking","2948.82","Completed"
"P1691","O01691","TX54313765","Card","117240.73","Completed"
"P1692","O01692","TX93183495","Card","2277.24","Completed"
"P1693","O01693","TX10807618","Card","23888.54","Completed"
"P1694","O01694","TX4117948","UPI","22294.57","Failed"
"P1695","O01695","TX10544234","UPI","173417.78","Completed"
"P1696","O01696","TX91524922","UPI","247821.50","Completed"
"P1697","O01697","TX86814325","Net Banking","4253.76","Completed"
"P1698","O01698","TX47104298","Card","62534.10","Completed"
"P1699","O01699","TX59833388","UPI","29062.42","Completed"
"P17","O00017","TX50854182","Card","77035.69","Refunded"
"P170","O00170","TX92973920","UPI","12453.92","Completed"
"P1700","O01700","TX30959079","UPI","2305.93","Completed"
"P1701","O01701","TX67654784","UPI","55848.30","Completed"
"P1702","O01702","TX29752303","UPI","7170.23","Completed"
"P1703","O01703","TX8851587","Card","37790.40","Completed"
"P1704","O01704","TX25531459","UPI","17661.54","Completed"
"P1705","O01705","TX35924935","Card","122764.80","Completed"
"P1706","O01706","TX47530935","UPI","18454.34","Completed"
"P1707","O01707","TX57099671","UPI","2440.50","Completed"
"P1708","O01708","TX22969231","Cash","13859.40","Completed"
"P1709","O01709","TX81007118","Card","942.82","Completed"
"P171","O00171","TX64506682","UPI","124788.52","Refunded"
"P1710","O01710","TX18967324","Net Banking","5914.94","Completed"
"P1711","O01711","TX71093198","Net Banking","80356.89","Pending"
"P1712","O01712","TX49372341","Card","7016.78","Completed"
"P1713","O01713","TX94603479","UPI","164243.18","Completed"
"P1714","O01714","TX25933675","Cash","1948.00","Completed"
"P1715","O01715","TX42673403","UPI","242892.74","Completed"
"P1716","O01716","TX51716216","UPI","7163.52","Refunded"
"P1717","O01717","TX34192838","UPI","16451.77","Completed"
"P1718","O01718","TX69929632","Net Banking","1990.68","Completed"
"P1719","O01719","TX75332268","Net Banking","4980.75","Completed"
"P172","O00172","TX81041468","UPI","9516.86","Failed"
"P1720","O01720","TX97898131","Card","175761.56","Completed"
"P1721","O01721","TX40339332","UPI","4253.76","Completed"
"P1722","O01722","TX43398889","Net Banking","5281.08","Completed"
"P1723","O01723","TX36677287","Card","9158.31","Completed"
"P1724","O01724","TX39078814","Card","232.35","Completed"
"P1725","O01725","TX70832007","Card","2357.64","Completed"
"P1726","O01726","TX55450694","Net Banking","133408.29","Completed"
"P1727","O01727","TX24814","UPI","2356.18","Completed"
"P1728","O01728","TX99715422","Net Banking","13996.63","Refunded"
"P1729","O01729","TX32310209","UPI","105031.99","Completed"
"P173","O00173","TX58677976","Card","146035.33","Completed"
"P1730","O01730","TX57314066","UPI","49876.20","Completed"
"P1731","O01731","TX73599182","UPI","588.82","Completed"
"P1732","O01732","TX36951532","Net Banking","1380.41","Completed"
"P1733","O01733","TX48330513","UPI","2357.64","Completed"
"P1734","O01734","TX84434452","Card","4598.46","Refunded"
"P1735","O01735","TX81928028","UPI","95906.87","Completed"
"P1736","O01736","TX2924313","Net Banking","41461.27","Refunded"
"P1737","O01737","TX1756632","Card","263.00","Pending"
"P1738","O01738","TX69329722","Card","3522.30","Completed"
"P1739","O01739","TX20762584","Net Banking","148192.27","Completed"
"P174","O00174","TX22321301","Card","12321.74","Completed"
"P1740","O01740","TX51068626","UPI","942.82","Completed"
"P1741","O01741","TX28904559","UPI","2478.00","Completed"
"P1742","O01742","TX82154276","Card","2531.43","Completed"
"P1743","O01743","TX54214916","UPI","531.00","Completed"
"P1744","O01744","TX50642257","UPI","28505.30","Completed"
"P1745","O01745","TX23050985","Net Banking","132672.95","Completed"
"P1746","O01746","TX24377206","Net Banking","112403.93","Refunded"
"P1747","O01747","TX60792458","UPI","165293.59","Refunded"
"P1748","O01748","TX12466072","UPI","65362.80","Completed"
"P1749","O01749","TX25713800","Net Banking","10920.05","Refunded"
"P175","O00175","TX41632459","Net Banking","3414.71","Completed"
"P1750","O01750","TX35062404","Card","50719.94","Completed"
"P1751","O01751","TX63623362","Net Banking","5253.61","Failed"
"P1752","O01752","TX83267419","Net Banking","22911.17","Refunded"
"P1753","O01753","TX45539267","UPI","31657.36","Completed"
"P1754","O01754","TX68945549","UPI","136495.39","Completed"
"P1755","O01755","TX99404572","Net Banking","8965.64","Failed"
"P1756","O01756","TX36034580","Net Banking","1343.34","Completed"
"P1757","O01757","TX46681254","UPI","60052.74","Completed"
"P1758","O01758","TX70834986","UPI","7075.28","Refunded"
"P1759","O01759","TX90467745","UPI","92827.38","Completed"
"P176","O00176","TX28793544","Net Banking","63462.92","Completed"
"P1760","O01760","TX69434660","Card","13957.57","Completed"
"P1761","O01761","TX91233674","UPI","527.44","Completed"
"P1762","O01762","TX1820464","Card","129856.92","Completed"
"P1763","O01763","TX84846430","UPI","1096.10","Completed"
"P1764","O01764","TX30616825","UPI","33141.43","Completed"
"P1765","O01765","TX3578087","UPI","10114.46","Completed"
"P1766","O01766","TX69355819","UPI","1947.27","Completed"
"P1767","O01767","TX20341233","UPI","18968.30","Pending"
"P1768","O01768","TX92617274","UPI","45697.88","Completed"
"P1769","O01769","TX48434144","UPI","191140.14","Refunded"
"P177","O00177","TX14417790","UPI","4718.82","Completed"
"P1770","O01770","TX75488627","UPI","662.00","Completed"
"P1771","O01771","TX50317941","UPI","257.25","Completed"
"P1772","O01772","TX50101973","Card","64883.05","Completed"
"P1773","O01773","TX78951439","UPI","70961.36","Completed"
"P1774","O01774","TX25341960","UPI","42061.78","Completed"
"P1775","O01775","TX41336864","Cash","5615.98","Completed"
"P1776","O01776","TX45327587","UPI","7607.98","Completed"
"P1777","O01777","TX16356974","Net Banking","2948.82","Completed"
"P1778","O01778","TX31410379","Card","4480.92","Completed"
"P1779","O01779","TX15699963","Net Banking","4804.28","Completed"
"P178","O00178","TX79161943","UPI","2548.80","Completed"
"P1780","O01780","TX99970653","UPI","74266.13","Completed"
"P1781","O01781","TX68473377","Net Banking","1583.57","Completed"
"P1782","O01782","TX8314293","UPI","33190.68","Completed"
"P1783","O01783","TX65615568","UPI","52173.10","Pending"
"P1784","O01784","TX7869580","UPI","33590.14","Refunded"
"P1785","O01785","TX80848647","UPI","32932.79","Completed"
"P1786","O01786","TX77363945","Card","103554.47","Completed"
"P1787","O01787","TX9918818","UPI","72156.62","Completed"
"P1788","O01788","TX38743496","UPI","1085.93","Completed"
"P1789","O01789","TX41289115","Card","1926.05","Pending"
"P179","O00179","TX60892388","Card","1457.40","Completed"
"P1790","O01790","TX90616185","Net Banking","10344.77","Completed"
"P1791","O01791","TX99149214","Card","2474.46","Completed"
"P1792","O01792","TX13596633","Net Banking","12055.49","Failed"
"P1793","O01793","TX26262983","Cash","194791.78","Completed"
"P1794","O01794","TX40064328","Net Banking","12494.73","Completed"
"P1795","O01795","TX274926","Net Banking","293946.04","Pending"
"P1796","O01796","TX38786354","Cash","2741.92","Completed"
"P1797","O01797","TX85942640","Cash","192.48","Pending"
"P1798","O01798","TX39183383","Net Banking","1227.20","Completed"
"P1799","O01799","TX8466861","Card","6217.55","Completed"
"P18","O00018","TX98462113","Card","5684.90","Pending"
"P180","O00180","TX17601954","UPI","141560.46","Completed"
"P1800","O01800","TX27627506","Net Banking","191699.23","Completed"
"P1801","O01801","TX13579753","Card","10383.28","Pending"
"P1802","O01802","TX51259966","Card","534223.05","Completed"
